index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
352,0.72,Ideal,E,SI1,61.0,57.0,5.78,5.8,3.53,2022
353,0.75,Premium,F,VS2,59.6,59.0,6.04,5.94,3.57,2022
354,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2022
355,0.7,Ideal,E,VS1,61.8,56.0,5.74,5.69,3.53,2022
356,0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,2022
357,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,2022
358,0.7,Premium,F,VS2,62.3,58.0,5.72,5.64,3.54,2022
359,0.7,Premium,F,VS2,61.7,58.0,5.69,5.63,3.49,2022
360,0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,2022
361,0.7,Premium,F,VS2,60.9,61.0,5.71,5.66,3.46,2022
362,0.7,Premium,G,VS1,63.0,60.0,5.64,5.57,3.53,2022
363,0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,2022
364,0.7,Ideal,F,VS1,61.6,54.0,5.75,5.72,3.53,2022
365,0.71,Premium,F,VS1,59.1,61.0,5.84,5.81,3.44,2022
366,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,2022
367,0.7,Ideal,F,VS1,62.4,53.0,5.73,5.71,3.57,2022
368,0.73,Ideal,G,VS2,61.8,54.0,5.8,5.82,3.59,2022
369,0.71,Premium,G,VVS2,60.3,58.0,5.82,5.78,3.5,2022
370,0.71,Premium,F,VS1,59.2,58.0,5.87,5.82,3.46,2022
371,0.79,Premium,G,VS2,59.3,62.0,6.09,6.01,3.59,2022
372,0.71,Premium,F,VS1,62.7,59.0,5.7,5.62,3.55,2022
373,0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2022
374,0.71,Premium,F,VS2,59.3,56.0,5.88,5.82,3.47,2022
375,0.7,Premium,H,VVS1,59.2,60.0,5.87,5.78,3.45,2022
376,0.73,Premium,F,VS2,60.3,59.0,5.9,5.87,3.55,2022
377,0.71,Very Good,D,VS1,63.4,55.0,5.69,5.61,3.58,2022
378,0.73,Very Good,D,SI1,63.9,57.0,5.66,5.71,3.63,2022
379,0.82,Ideal,F,SI2,62.3,56.0,5.96,6.02,3.73,2022
380,0.52,Ideal,F,VVS1,61.2,56.0,5.19,5.21,3.18,2022
381,1.0,Premium,F,I1,58.9,60.0,6.6,6.55,3.87,2022
382,0.95,Fair,G,SI1,66.7,56.0,6.16,6.03,4.06,2022
383,0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,2022
384,0.73,Premium,F,VS2,59.9,59.0,5.87,5.77,3.5,2022
385,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,2022
386,0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,2022
387,0.7,Premium,F,VS2,58.7,61.0,5.8,5.72,3.38,2022
388,0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2022
389,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2022
390,0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74,2022
391,0.71,Very Good,D,SI1,61.5,58.0,5.73,5.79,3.54,2022
392,0.73,Ideal,G,VVS2,61.3,57.0,5.81,5.84,3.57,2022
393,0.73,Very Good,F,VS1,61.8,59.0,5.73,5.79,3.56,2022
394,0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2022
395,0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2022
396,0.73,Very Good,E,SI1,57.7,61.0,5.92,5.96,3.43,2022
397,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2022
398,0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2022
399,0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44,2022
400,0.79,Ideal,D,SI1,61.5,56.0,5.96,5.91,3.65,2022
401,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2022
402,0.73,Ideal,E,SI1,59.1,59.0,5.92,5.95,3.51,2022
403,0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,2022
404,0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2022
405,0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2022
406,0.75,Fair,D,SI2,64.6,57.0,5.74,5.72,3.7,2022
407,0.79,Good,E,SI1,64.1,54.0,5.86,5.84,3.75,2022
408,0.7,Ideal,F,VS2,60.8,59.0,5.69,5.79,3.49,2022
409,1.2,Very Good,H,I1,63.1,60.0,6.75,6.67,4.23,2022
410,0.8,Very Good,F,SI1,63.4,57.0,5.89,5.82,3.71,2022
411,0.66,Ideal,D,VS1,62.1,56.0,5.54,5.57,3.45,2022
412,0.87,Very Good,F,SI2,61.0,63.0,6.22,6.07,3.75,2022
413,0.74,Ideal,F,SI1,61.0,57.0,5.85,5.81,3.56,2022
414,0.74,Ideal,G,SI1,61.3,55.0,5.85,5.86,3.59,2022
415,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2022
416,0.82,Premium,I,VS1,61.9,58.0,5.99,5.97,3.7,2022
417,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2022
418,1.12,Premium,H,I1,59.1,61.0,6.78,6.75,4.0,2022
419,0.91,Good,J,VS2,64.2,58.0,6.12,6.09,3.92,2022
420,0.91,Fair,H,SI1,65.8,58.0,6.04,6.01,3.96,2022
421,0.73,Very Good,F,VS2,62.5,57.0,5.7,5.75,3.58,2022
422,1.03,Good,J,SI1,63.6,57.0,6.38,6.29,4.03,2022
423,0.98,Fair,E,SI2,53.3,67.0,6.82,6.74,3.61,2022
424,0.6,Ideal,F,VVS2,60.8,57.0,5.44,5.49,3.32,2022
425,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2022
426,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2022
427,0.26,Ideal,E,VS1,62.3,57.0,4.05,4.08,2.53,2022
428,0.26,Ideal,E,VS1,62.1,56.0,4.09,4.12,2.55,2022
429,0.36,Ideal,H,SI1,61.9,55.0,4.57,4.59,2.83,2022
430,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,2022
431,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,2022
432,0.31,Ideal,I,VVS1,61.6,55.0,4.36,4.41,2.7,2022
433,0.31,Ideal,I,VVS1,61.3,56.0,4.36,4.38,2.68,2022
434,0.31,Ideal,I,VVS1,62.3,54.0,4.37,4.4,2.73,2022
435,0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,2.7,2022
436,0.31,Ideal,H,VS1,61.8,54.2,4.33,4.37,2.69,2022
437,0.33,Premium,G,SI2,59.4,59.0,4.52,4.5,2.68,2022
438,0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,2022
439,0.33,Premium,G,SI2,62.6,58.0,4.42,4.4,2.76,2022
440,0.33,Ideal,G,SI2,61.9,56.0,4.45,4.41,2.74,2022
441,0.33,Premium,J,VS1,62.8,58.0,4.41,4.38,2.76,2022
442,0.33,Premium,J,VS1,61.5,61.0,4.46,4.39,2.72,2022
443,0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,2022
444,1.0,Fair,H,SI2,66.1,56.0,6.21,5.97,4.04,2022
445,0.77,Premium,F,SI1,60.8,59.0,5.92,5.86,3.58,2022
446,0.77,Premium,F,SI1,61.0,58.0,5.94,5.9,3.61,2022
447,0.7,Good,E,VVS2,60.1,63.0,5.68,5.71,3.42,2022
448,0.9,Very Good,G,SI2,63.1,58.0,6.08,6.02,3.82,2022
449,0.72,Ideal,E,SI1,62.3,57.0,5.76,5.7,3.57,2022
450,0.72,Premium,E,SI1,62.1,58.0,5.76,5.73,3.57,2022
451,0.7,Ideal,G,VVS2,62.1,56.0,5.63,5.71,3.52,2022
452,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,2022
453,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2022
454,0.71,Very Good,E,VS2,63.5,59.0,5.68,5.59,3.58,2022
455,0.76,Ideal,E,SI1,62.7,54.0,5.88,5.83,3.67,2022
456,0.73,Ideal,D,SI1,61.5,56.0,5.84,5.8,3.58,2022
457,0.71,Premium,D,VS2,60.4,62.0,5.74,5.72,3.46,2022
458,0.9,Fair,G,SI2,64.5,56.0,6.06,6.0,3.89,2022
459,0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2022
460,0.7,Ideal,D,VS2,61.0,57.0,5.76,5.74,3.51,2022
461,0.77,Premium,F,VS1,60.9,60.0,5.91,5.88,3.59,2022
462,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,2022
463,0.7,Premium,D,VS2,59.6,61.0,5.8,5.77,3.45,2022
464,0.83,Premium,E,SI2,59.2,60.0,6.17,6.12,3.64,2022
465,0.71,Very Good,F,VS2,61.3,61.0,5.68,5.73,3.5,2022
466,0.9,Very Good,J,SI2,63.6,58.0,6.07,6.1,3.87,2022
467,0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,2022
468,0.71,Premium,D,VS1,62.9,57.0,5.66,5.6,3.54,2022
469,0.62,Ideal,G,VVS2,61.6,56.0,5.45,5.48,3.37,2022
470,0.62,Fair,F,IF,60.1,61.0,5.53,5.56,3.33,2022
471,0.82,Premium,E,SI2,61.7,59.0,6.01,5.98,3.7,2022
472,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,2022
473,0.7,Very Good,D,SI1,62.5,55.0,5.67,5.72,3.56,2022
474,0.8,Very Good,F,SI1,62.6,58.0,5.9,5.92,3.7,2022
475,0.8,Very Good,D,SI2,62.5,59.0,5.88,5.92,3.69,2022
476,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2022
477,0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35,2022
478,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,2022
479,0.7,Premium,E,VS2,59.5,59.0,5.82,5.77,3.45,2022
480,1.22,Premium,E,I1,60.9,57.0,6.93,6.88,4.21,2022
481,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,2022
482,0.73,Premium,E,VS2,62.5,61.0,5.78,5.64,3.59,2022
483,0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9,2022
484,0.71,Ideal,D,SI1,60.8,56.0,5.8,5.77,3.52,2022
485,0.71,Premium,D,SI1,61.0,61.0,5.82,5.75,3.53,2022
486,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47,2022
487,0.71,Premium,D,SI1,61.7,56.0,5.8,5.68,3.54,2022
488,0.71,Premium,D,SI1,61.4,58.0,5.79,5.75,3.54,2022
489,0.91,Premium,J,SI1,59.5,62.0,6.4,6.18,3.74,2022
490,0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2022
491,0.71,Premium,E,SI1,59.1,61.0,5.84,5.8,3.44,2022
492,0.72,Premium,E,SI1,60.9,60.0,5.78,5.74,3.51,2022
493,0.71,Ideal,E,VS2,61.0,55.0,5.79,5.75,3.52,2022
494,0.73,Premium,D,SI1,60.8,55.0,5.87,5.81,3.55,2022
495,0.56,Very Good,D,VVS1,62.0,56.0,5.25,5.3,3.27,2022
496,0.71,Ideal,E,VS1,62.2,55.0,5.74,5.7,3.56,2022
497,0.7,Ideal,H,VVS1,62.3,58.0,5.66,5.7,3.54,2022
498,0.71,Ideal,H,VVS1,60.4,57.0,5.78,5.81,3.5,2022
499,0.82,Ideal,F,SI2,61.7,53.0,6.12,6.0,3.74,2022
500,0.8,Ideal,G,SI1,61.3,57.0,5.96,5.91,3.64,2022
501,0.96,Fair,F,SI2,68.2,61.0,6.07,5.88,4.1,2022
502,0.62,Ideal,G,IF,60.5,57.0,5.52,5.56,3.35,2022
503,1.08,Premium,D,I1,61.9,60.0,6.55,6.48,4.03,2022
504,0.62,Ideal,G,IF,61.8,56.0,5.43,5.47,3.37,2022
505,0.73,Ideal,G,VVS2,61.3,57.0,5.84,5.81,3.57,2022
506,0.72,Ideal,H,VVS2,60.9,57.0,5.79,5.77,3.52,2022
507,0.52,Premium,F,VVS2,61.8,60.0,5.16,5.13,3.18,2022
508,0.83,Ideal,E,SI2,62.2,57.0,6.0,6.05,3.75,2022
509,0.64,Premium,E,VVS2,62.1,58.0,5.56,5.51,3.44,2022
510,0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2022
511,0.73,Premium,E,VS1,61.3,59.0,5.81,5.78,3.55,2022
512,1.04,Premium,I,I1,61.6,61.0,6.47,6.45,3.98,2022
513,0.73,Very Good,E,SI1,61.3,58.0,5.76,5.83,3.55,2022
514,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2022
515,0.75,Ideal,I,SI1,61.8,55.0,5.83,5.85,3.61,2022
516,0.7,Good,D,SI1,62.5,56.7,5.59,5.62,3.51,2022
517,1.02,Ideal,I,I1,61.7,56.0,6.44,6.49,3.99,2022
518,0.7,Ideal,D,SI1,60.7,56.0,5.72,5.75,3.48,2022
519,0.7,Very Good,D,SI1,60.2,60.0,5.75,5.82,3.48,2022
520,0.72,Very Good,E,VS2,58.3,57.0,5.89,5.94,3.45,2022
521,0.74,Ideal,E,SI1,62.3,58.0,5.74,5.78,3.59,2022
522,0.84,Good,G,SI1,65.1,55.0,5.88,5.97,3.86,2022
523,0.77,Very Good,E,SI1,63.2,58.0,5.8,5.84,3.68,2022
524,0.76,Ideal,E,SI2,62.8,56.0,5.78,5.82,3.64,2022
525,1.0,Ideal,I,SI2,61.7,56.0,6.45,6.41,3.97,2022
526,1.0,Fair,H,SI1,65.5,62.0,6.14,6.07,4.0,2022
527,0.9,Fair,I,SI1,65.7,58.0,6.03,6.0,3.95,2022
528,0.9,Premium,J,SI1,61.8,58.0,6.16,6.13,3.8,2022
529,0.9,Fair,I,SI1,65.8,56.0,6.01,5.96,3.94,2022
530,0.9,Premium,J,SI1,60.9,61.0,6.26,6.22,3.8,2022
531,0.78,Premium,F,VS2,62.6,58.0,5.91,5.82,3.67,2022
532,0.71,Premium,D,VS2,61.2,59.0,5.69,5.74,3.5,2022
533,0.7,Premium,F,VS1,59.0,59.0,5.79,5.77,3.41,2022
534,0.7,Ideal,F,VS1,61.0,55.0,5.77,5.73,3.51,2022
535,0.7,Ideal,F,VS1,62.4,56.0,5.69,5.65,3.54,2022
536,0.7,Premium,G,VVS2,62.9,59.0,5.68,5.61,3.55,2022
537,1.0,Fair,H,SI2,67.7,60.0,6.11,5.98,4.09,2022
538,0.77,Ideal,H,SI1,62.4,56.0,5.84,5.9,3.66,2022
539,1.0,Fair,J,VS1,65.5,55.0,6.3,6.25,4.11,2022
540,0.79,Premium,E,VS2,60.6,53.0,6.04,5.98,3.64,2022
541,0.72,Very Good,H,VS1,62.2,54.0,5.74,5.76,3.57,2022
542,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2022
543,0.74,Ideal,G,VS2,62.3,55.0,5.8,5.83,3.62,2022
544,0.79,Very Good,F,SI1,62.7,60.0,5.82,5.89,3.67,2022
545,0.71,Ideal,I,VS2,61.5,55.0,5.76,5.78,3.55,2022
546,0.79,Ideal,F,SI1,62.8,56.0,5.88,5.9,3.7,2022
547,0.63,Premium,E,IF,60.3,62.0,5.55,5.53,3.34,2022
548,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,2022
549,0.71,Premium,F,VS1,62.7,58.0,5.71,5.67,3.57,2022
550,0.84,Ideal,G,SI2,61.0,56.0,6.13,6.1,3.73,2022
551,0.84,Ideal,G,SI2,62.3,55.0,6.08,6.03,3.77,2022
552,0.72,Fair,F,VS1,56.9,69.0,5.93,5.77,3.33,2022
553,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,2022
554,0.92,Very Good,J,SI2,58.7,61.0,6.34,6.43,3.75,2022
555,0.74,Very Good,D,SI1,63.9,57.0,5.72,5.74,3.66,2022
556,0.71,Very Good,E,VS2,60.0,59.0,5.84,5.83,3.5,2022
557,0.7,Very Good,H,IF,62.8,56.0,5.62,5.65,3.54,2022
558,0.54,Ideal,F,VVS1,61.8,56.0,5.23,5.26,3.24,2022
559,0.73,Premium,F,VS2,59.9,58.0,5.87,5.84,3.51,2022
560,0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2022
561,0.72,Ideal,D,SI1,61.8,56.0,5.75,5.81,3.57,2022
562,0.9,Good,H,SI2,62.7,64.0,6.09,6.0,3.79,2022
563,0.9,Fair,H,SI2,65.0,61.0,6.01,5.96,3.89,2022
564,1.03,Fair,I,SI2,65.3,55.0,6.32,6.27,4.11,2022
565,0.84,Very Good,F,SI1,63.8,57.0,5.95,6.0,3.81,2022
566,0.77,Ideal,D,SI2,61.5,55.0,5.9,5.93,3.64,2022
567,0.8,Fair,E,SI1,56.3,63.0,6.22,6.14,3.48,2022
568,0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,2022
569,0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2022
570,0.72,Ideal,E,SI1,62.7,55.0,5.64,5.69,3.55,2022
571,0.71,Very Good,D,SI1,62.4,54.0,5.71,5.79,3.59,2022
572,0.7,Premium,E,VS1,62.6,59.0,5.66,5.69,3.55,2022
573,0.79,Ideal,I,VS1,61.7,59.0,5.93,5.96,3.67,2022
574,0.72,Very Good,G,VVS2,62.5,58.0,5.68,5.72,3.56,2022
575,0.7,Very Good,E,VS2,63.5,54.0,5.62,5.66,3.58,2022
576,0.7,Very Good,F,VS1,62.2,58.0,5.64,5.75,3.54,2022
577,0.9,Good,H,SI2,63.5,58.0,6.09,6.14,3.88,2022
578,0.5,Ideal,E,VVS2,62.2,54.0,5.08,5.12,3.17,2022
579,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2022
580,0.77,Premium,F,VS2,61.8,56.0,5.94,5.9,3.66,2022
581,0.77,Premium,E,SI1,59.8,61.0,5.99,5.95,3.57,2022
582,0.8,Ideal,F,SI1,61.5,54.0,6.07,6.0,3.71,2022
583,0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,2022
584,0.8,Premium,F,SI1,61.5,60.0,5.97,5.94,3.66,2022
585,0.8,Good,F,SI1,63.8,59.0,5.87,5.83,3.73,2022
586,0.66,Ideal,G,VVS1,61.5,56.0,5.61,5.58,3.44,2022
587,0.71,Very Good,E,VS2,61.2,58.0,5.71,5.79,3.52,2022
588,0.71,Ideal,F,VS2,61.2,56.0,5.73,5.77,3.52,2022
589,0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2022
590,0.72,Ideal,D,SI1,61.1,56.0,5.78,5.81,3.54,2022
591,0.71,Good,D,VS2,62.3,61.0,5.7,5.73,3.56,2022
592,0.86,Ideal,H,SI2,61.8,55.0,6.12,6.14,3.79,2022
593,1.19,Fair,H,I1,65.1,59.0,6.62,6.55,4.29,2022
594,0.71,Very Good,F,VS1,62.6,55.0,5.66,5.71,3.56,2022
595,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2022
596,0.7,Very Good,H,VVS1,59.2,60.0,5.87,5.78,3.45,2022
597,0.8,Ideal,G,SI2,62.5,55.0,5.89,5.92,3.69,2022
598,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2022
599,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,2022
600,0.82,Premium,G,SI1,59.9,59.0,6.09,6.06,3.64,2022
601,0.81,Ideal,G,SI2,62.2,57.0,5.96,6.0,3.72,2022
602,0.76,Ideal,F,SI1,61.4,56.0,5.88,5.92,3.62,2022
603,0.71,Very Good,G,VS2,60.9,56.0,5.75,5.78,3.51,2022
604,0.77,Very Good,G,VS2,61.3,60.0,5.81,5.91,3.59,2022
605,0.53,Ideal,F,VVS1,61.6,56.0,5.18,5.24,3.21,2022
606,0.79,Ideal,D,SI1,61.5,56.0,5.91,5.96,3.65,2022
607,0.73,Ideal,E,SI2,61.5,55.0,5.82,5.86,3.59,2022
608,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2022
609,0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2022
610,1.01,Very Good,I,I1,63.1,57.0,6.39,6.35,4.02,2022
611,1.01,Ideal,I,I1,61.5,57.0,6.46,6.45,3.97,2022
612,0.76,Premium,E,SI1,61.1,58.0,5.91,5.85,3.59,2022
613,0.72,Ideal,E,SI1,62.5,55.0,5.69,5.74,3.57,2022
614,0.72,Good,F,VS1,59.4,61.0,5.82,5.89,3.48,2022
615,0.74,Premium,D,VS2,61.8,58.0,5.81,5.77,3.58,2022
616,0.98,Good,H,SI2,57.9,56.0,6.51,6.47,3.76,2022
617,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2022
618,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2022
619,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2022
620,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2022
621,0.7,Good,G,VVS1,59.9,61.0,5.75,5.81,3.46,2022
622,0.72,Premium,D,VS1,62.7,58.0,5.68,5.65,3.55,2022
623,0.8,Premium,F,SI1,62.7,58.0,5.91,5.93,3.71,2022
624,0.81,Ideal,E,SI2,63.0,56.0,5.95,5.9,3.73,2022
625,0.74,Ideal,E,VS2,61.9,57.0,5.81,5.78,3.59,2022
626,0.73,Premium,E,VS2,62.0,60.0,5.76,5.73,3.56,2022
627,0.73,Ideal,E,VS2,61.4,55.0,5.82,5.8,3.57,2022
628,0.75,Ideal,G,SI1,61.6,55.0,5.82,5.86,3.6,2022
629,0.71,Premium,E,VS2,59.6,60.0,5.85,5.8,3.47,2022
630,0.75,Premium,D,SI1,62.8,60.0,5.78,5.74,3.62,2022
631,0.79,Very Good,F,SI1,63.0,54.0,5.91,5.94,3.73,2022
632,0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,2022
633,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2022
634,0.62,Ideal,E,VVS2,62.0,56.0,5.48,5.52,3.41,2022
635,0.7,Very Good,G,VVS2,59.3,62.0,5.78,5.82,3.44,2022
636,0.86,Very Good,I,VS1,61.2,58.0,6.1,6.16,3.75,2022
637,0.91,Premium,J,SI1,62.8,59.0,6.19,6.14,3.87,2022
638,0.74,Very Good,D,VS2,62.4,57.0,5.74,5.8,3.6,2022
639,0.8,Ideal,I,VS1,62.2,58.0,5.92,5.95,3.69,2022
640,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2022
641,0.61,Ideal,E,VVS2,62.4,53.9,5.42,5.43,3.38,2022
642,0.61,Ideal,E,VVS2,62.1,54.2,5.43,5.45,3.38,2022
643,0.72,Ideal,H,VVS1,62.8,57.0,5.68,5.72,3.58,2022
644,0.7,Ideal,F,VS2,62.3,53.0,5.69,5.73,3.56,2022
645,0.71,Ideal,F,VS1,61.9,56.0,5.7,5.74,3.54,2022
646,0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58,2022
647,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,2022
648,0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,2022
649,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,2022
650,0.25,Good,F,VS1,63.6,57.0,4.04,4.01,2.56,2022
651,0.25,Premium,E,VS1,61.5,60.0,4.04,4.02,2.48,2022
652,0.31,Premium,I,VS2,60.8,58.0,4.37,4.34,2.65,2022
653,0.31,Very Good,I,VS2,63.2,55.0,4.4,4.3,2.75,2022
654,0.31,Premium,I,VS2,62.3,57.0,4.35,4.32,2.7,2022
655,0.31,Premium,H,SI1,58.7,60.0,4.47,4.43,2.61,2022
656,0.31,Premium,H,SI1,62.7,58.0,4.34,4.31,2.71,2022
657,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,2022
658,0.31,Ideal,I,VS2,59.9,57.0,4.4,4.38,2.63,2022
659,0.31,Premium,I,VS2,60.7,61.0,4.34,4.32,2.63,2022
660,0.31,Premium,I,VS2,62.3,60.0,4.32,4.31,2.69,2022
661,0.31,Premium,H,SI1,61.7,59.0,4.39,4.36,2.7,2022
662,0.31,Premium,H,SI1,61.0,61.0,4.39,4.33,2.66,2022
663,0.31,Premium,H,SI1,62.4,57.0,4.35,4.31,2.7,2022
664,0.31,Premium,H,SI1,62.8,58.0,4.32,4.28,2.7,2022
665,0.31,Premium,E,SI2,60.9,60.0,4.38,4.35,2.66,2022
666,0.82,Very Good,H,SI1,63.6,56.0,5.9,5.95,3.77,2022
667,0.73,Ideal,I,VS1,61.5,55.0,5.8,5.84,3.58,2022
668,0.7,Premium,D,VS2,61.0,60.0,5.75,5.7,3.49,2022
669,0.7,Premium,D,VS2,60.9,57.0,5.71,5.69,3.47,2022
670,0.59,Ideal,E,VVS2,61.1,57.0,5.39,5.41,3.3,2022
671,0.71,Ideal,G,VS2,60.6,56.0,5.76,5.8,3.5,2022
672,0.77,Good,F,VS2,60.3,61.0,5.89,5.96,3.57,2022
673,0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2022
674,1.0,Fair,I,SI1,66.0,56.0,6.31,6.24,4.13,2022
675,1.0,Fair,H,SI2,67.0,55.0,6.25,6.12,4.16,2022
676,0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,2022
677,0.71,Premium,D,SI1,60.6,58.0,5.77,5.79,3.5,2022
678,0.71,Very Good,D,SI1,61.7,56.0,5.68,5.8,3.54,2022
679,0.71,Ideal,D,SI1,61.7,57.0,5.7,5.75,3.53,2022
680,0.83,Premium,E,SI1,62.2,59.0,6.05,5.97,3.74,2022
681,0.85,Ideal,G,SI2,62.0,57.0,6.1,6.02,3.76,2022
682,0.73,Ideal,E,SI1,61.4,58.0,5.76,5.8,3.55,2022
683,0.83,Very Good,I,VS2,62.0,55.0,6.03,6.06,3.74,2022
684,0.77,Very Good,G,SI1,63.6,57.0,5.79,5.88,3.71,2022
685,0.8,Very Good,G,SI2,62.0,55.0,5.94,6.01,3.7,2022
686,0.71,Ideal,F,VS2,62.2,56.0,5.74,5.71,3.56,2022
687,0.73,Very Good,H,VS1,60.8,57.0,5.8,5.83,3.54,2022
688,0.7,Ideal,E,VS2,62.5,58.0,5.63,5.67,3.53,2022
689,0.8,Very Good,H,VS2,61.2,53.0,5.98,6.05,3.68,2022
690,0.71,Ideal,H,VVS1,62.1,54.0,5.7,5.76,3.56,2022
691,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.79,3.56,2022
692,0.83,Very Good,D,SI2,63.1,57.0,5.95,5.9,3.74,2022
693,0.72,Very Good,G,VS1,60.5,57.0,5.8,5.83,3.52,2022
694,0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,2022
695,0.73,Ideal,H,VS1,61.9,55.0,5.79,5.76,3.58,2022
696,0.73,Ideal,G,VVS2,61.9,55.0,5.83,5.77,3.59,2022
697,0.71,Premium,E,VS1,59.7,57.0,5.87,5.78,3.48,2022
698,0.72,Ideal,F,SI1,61.0,55.0,5.78,5.85,3.55,2022
699,0.71,Ideal,F,VS1,62.6,55.0,5.71,5.67,3.56,2022
700,0.74,Very Good,H,VVS2,60.5,60.0,5.79,5.81,3.51,2022
701,0.71,Very Good,E,VS2,60.7,60.0,5.75,5.78,3.5,2022
702,0.9,Fair,I,VS2,64.1,66.0,6.04,5.98,3.85,2022
703,0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,2022
